ID_Control;SMILES_curated;IC50 (nM)
ID_800;CCC[C@H](C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)NC(C)C1CCCCC1;80.0
ID_801;COc1ncnc(OC)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C1CCCCC1;80.0
ID_802;COc1nccc(C)c1NC(=O)c1cc(F)c(-n2nc(CO)n(C)c2=O)cc1O[C@@H](C)C(F)(F)F;80.0
ID_803;COc1nccc(C)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)CN(C)C;80.0
ID_804;CC(C)(C)c1ccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)cc2Cl)cc1;80.0
ID_805;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cccnc4C)c(=O)c3cc2F)c1=O;80.4
ID_806;CCc1nn(-c2cc(OC(C)c3ccccc3)c(C(=O)NC(CC)CC)cc2F)c(=O)n1C;80.5
ID_807;CCn1c(CO)nn(-c2ccc3c(=O)n(-c4cccc(F)c4)nc(C(C)C)c3c2)c1=O;80.7
ID_808;Cc1sc(N/N=C/c2ccccc2C(=O)O)nc1-c1ccccc1;81.1
ID_809;O=C(O)c1[nH]c(=O)[nH]c(=O)c1CCc1ccc(OC(F)(F)F)cc1;82.0
ID_810;C=C(C)c1nn(-c2c(F)cccc2Cl)c(=O)c2cc(OC)c(-n3nc(CO)n(CC)c3=O)cc12;82.6
ID_811;CCc1nn(-c2cccc(F)c2)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12;83.5
ID_812;Cc1cc(C(F)(F)F)ccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C(F)(F)F;85.0
ID_813;CCC[C@H](C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1ccc(OC)cc1;85.7
ID_814;CN(/N=C/c1ccc(C(F)(F)F)cc1C(=O)O)c1nc(-c2ccccc2Cl)cs1;86.8
ID_815;O=C(N[C@@H]1CCCc2c1cnn2-c1ccccc1F)c1nc2ccccc2o1;88.0
ID_816;COc1cccc(-c2cc(F)c(Nc3ncccc3C(=O)O)cc2F)c1;88.0
ID_817;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)NC1CCOCC1)C1CCCCC1;90.0
ID_818;C[C@H](Oc1cc(-n2nc(C(F)(F)F)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F;90.0
ID_819;CCC[C@H](C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)NC1CCN(c2cnccn2)CC1;90.0
ID_820;CC(C)c1nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3ccccc3F)cc2F)c(=O)n1C;90.0
ID_821;O=C(O)c1cccnc1Nc1c(F)cc(-c2cccc(OC3CCC3)c2)cc1F;90.0
ID_822;Cc1nccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCOC3)cc1O[C@@H](C)C(F)(F)F;90.0
ID_823;Cc1ccnc(C)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C(F)(F)F;90.0
ID_824;Cc1ccc(Nc2ccc(-c3ccncc3F)nc2)c(C(=O)O)c1;90.0
ID_825;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cccc(C(F)(F)F)c1CO)C1CCCCC1;90.0
ID_826;COc1ccc(-c2cc(F)c(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c(OC)c1;90.0
ID_827;O=C(Nc1c(F)c(F)c(N2CCOCC2)c(F)c1F)c1c(O)nn2ccccc12;90.9
ID_828;Cc1ccc(Nc2ccc(-c3ccccc3F)nc2)c(C(=O)O)c1;91.0
ID_829;CCC[C@H](C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1F;92.5
ID_830;CCc1nn(-c2cc(OC(C)C3CCCC3)c(C(=O)NC(CC)CC)cc2F)c(=O)n1C;92.9
ID_831;Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)OCCOCCOCCOc2ccc(-c3ccc(-c4nc5ccc(F)cc5c(C(=O)O)c4C)cc3)c(F)c2)C(C)(C)C)cc1;93.0
ID_832;CCC(=O)C(C#N)C(=O)Nc1ccc(OS(=O)(=O)C(F)(F)F)c(C(=O)OC)c1;93.0
ID_833;CC(C)N(/N=C/c1ccccc1C(=O)O)c1nc(-c2ccccc2Cl)cs1;93.1
ID_834;O=C(O)c1cc(-c2ccc(Oc3ccccc3)cc2)nc2ccc(Cl)cc12;95.0
ID_835;Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCOC3)cc1OC(C)CN1CCCC1;95.0
ID_836;O=C(NC1CCCc2c1cnn2-c1ccccc1)c1onc2c1CCCC2;95.0
ID_837;Cc1ccccc1-n1ncc2c1CCC[C@H]2NC(=O)c1ncccc1C;96.0
ID_838;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(F)ccc1Cl)C(F)(F)F;96.0
ID_839;CCC(=O)C(C#N)C(=O)Nc1ccc(-c2ccc(F)c(F)c2)c(C(=O)OC)c1;97.0
ID_840;COc1ccc(F)c(-c2cc(C)c(Nc3ccc(C)cc3C(=O)O)cn2)c1;97.0
ID_841;Cc1ccc(Nc2ccc(-c3cccc(C(F)(F)F)c3)nc2)c(C(=O)O)c1;98.0
ID_842;O=C1c2cc(F)ccc2C(=O)c2c1nnn2-c1cc(F)c(-c2ccccc2F)c(F)c1;98.0
ID_843;COc1cccc(-c2cc(F)c(Nc3ncccc3C(=O)O)cc2C)c1;99.0
ID_844;Cc1ccccc1-n1cc(C(C)C)c2cc(-c3cn(C)c([C@@H](C)O)n3)c(F)cc2c1=O;0.51
ID_845;CCn1c(CO)nn(-c2cc3c(C(C)C(F)(F)F)cn(-c4ccccc4C)c(=O)c3cc2F)c1=O;0.52
ID_846;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccccc4C(F)F)c(=O)c3cc2F)c1=O;0.528
ID_847;CCn1cc(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nc1CO;0.533
ID_848;Cc1ccnc(Cl)c1NC(=O)c1cc(F)c(-c2cn(C)c(CO)n2)cc1O[C@@H](C)C(F)(F)F;0.545
ID_849;Cc1ccccc1NC(=O)c1cc(F)c(-c2ccc(Cl)c(C(C)O)n2)cc1O[C@@H](C)C(F)(F)F;0.554
ID_850;C=C(C)c1cn(-c2c(C)cccc2F)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;0.562
ID_851;Cc1ccccc1-n1cc(C(C)C)c2cc(-c3nc(C(C)(C)O)n(C)n3)c(F)cc2c1=O;0.57
ID_852;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2ccc(F)c(C(O)C(F)(F)F)n2)cc1OC(C)C(F)(F)F;0.577
ID_853;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cc(C)ccc4C)c(=O)c3cc2F)c1=O;0.58
ID_854;CCn1nc(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)cc1CO;0.589
ID_855;CCn1c(CO)nn(-c2nc(OC(C)C(F)(F)F)c3c(Oc4c(F)cccc4Cl)nccc3c2F)c1=O;0.59
ID_856;C[C@H](Oc1cc(-c2ccc(Cl)c(C(=O)O)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;0.591
ID_857;COc1ncc(C)c(NC(=O)c2cc(F)c(-c3nc(C(C)(C)O)n(C)n3)cc2OC(C)C(F)(F)F)c1Cl;0.603
ID_858;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cc(F)ccc4C)c(=O)c3cc2F)c1=O;0.605
ID_859;CCn1c(CO)nn(-c2cc3c(cc2F)C(C)(O)C(c2ccccc2C)CN3C(C)C)c1=O;0.607
ID_860;Cc1n[nH]c(C(F)(F)F)c1NC(=O)c1cc(F)c(-c2nc(C(C)(C)O)n(C)n2)cc1O[C@@H](C)C(F)(F)F;0.61
ID_861;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2cn(C)c(C3(O)COC3)n2)cc1O[C@@H](C)C(F)(F)F;0.612
ID_862;Cc1ccccc1NC(=O)c1cc(F)c(-c2cn(C)c(CO)n2)cc1O[C@@H](C)C(F)(F)F;0.616
ID_863;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2cc(CO)n(C)n2)cc1O[C@@H](C)C(F)(F)F;0.616
ID_864;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)cnc(OC)c4Cl)c(=O)c3cc2F)c1=O;0.617
ID_865;Cc1[nH]nc(Cl)c1NC(=O)c1cc(F)c(-c2cnc(C3CC3)cn2)cc1O[C@@H](C)C(F)(F)F;0.62
ID_866;CCn1c(CO)nn(-c2nc3c(C(C)C)cn(-c4ccccc4C)c(=O)c3cc2F)c1=O;0.623
ID_867;COc1ccc(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)N/C(C(C)=N)=C(/N)Cl)cc2F)nc1C(C)O;0.631
ID_868;C=C(C)c1cn(-c2ccccc2C)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12;0.634
ID_869;CC(O)c1nc(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nn1C;0.637
ID_870;COc1ncc(C)c(NC(=O)c2cc(F)c(-c3cnc(C)c(CO)n3)cc2O[C@@H](C)C(F)(F)F)c1C;0.662
ID_871;C[C@H](Oc1cc(-c2cn(C)c(C(C)(C)O)n2)c(F)cc1C(=O)Nc1ccccc1Cl)C(F)(F)F;0.664
ID_872;C[C@H](Oc1cc(-c2ccc(Cl)cn2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;0.665
ID_873;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccccc4C(F)(F)F)c(=O)c3cc2F)c1=O;0.669
ID_874;Cc1n[nH]c(C(F)(F)F)c1NC(=O)c1cc(F)c(-c2ccc(F)c(O)n2)cc1O[C@@H](C)C(F)(F)F;0.694
ID_875;CC(=O)Nc1nc(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)n[nH]c3Cl)cc2F)ccc1C;0.699
ID_876;Cc1n[nH]c(Cl)c1-n1cc(C(C)C)c2cc(-c3nc(C(C)(C)O)n(C)n3)c(F)cc2c1=O;0.71
ID_877;C[C@H](Oc1cc(-c2ccc(Cl)c(O)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;0.72
ID_878;C=C(C)c1cn(-c2ccccc2Cl)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12;0.724
ID_879;Cc1ccccc1-n1cc(C(C)C)c2cc(-c3cn(C)c([C@H](C)O)n3)c(F)cc2c1=O;0.73
ID_880;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2ccc(F)c(O)n2)cc1OC(C)C(F)(F)F;0.735
ID_881;C=C(C)c1cn(-c2ccccc2C)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;0.746
ID_882;Cc1ccccc1NC(=O)c1cc(F)c(-c2nc(C(C)O)n(C)n2)cc1O[C@@H](C)C(F)(F)F;0.752
ID_883;Cc1n[nH]c(C(F)(F)F)c1NC(=O)c1cc(F)c(-c2cn(C)c(C(N)=O)n2)cc1O[C@@H](C)C(F)(F)F;0.753
ID_884;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)n[nH]c4Cl)c(=O)c3cc2F)c1=O;0.764
ID_885;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2nc(N)ccc2F)cc1O[C@@H](C)C(F)(F)F;0.765
ID_886;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccccc4OC)c(=O)c3cc2F)c1=O;0.772
ID_887;CCc1sc(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)ccnc3Cl)cc2F)nc1CO;0.775
ID_888;CCn1c(CO)nn(-c2cc3c(C(C)C)nn(-c4ccccc4C)c(=O)c3cc2F)c1=O;0.778
ID_889;CC(Oc1cc(-c2nc(C(C)(C)O)n(C)n2)c(F)cc1C(=O)Nc1ccccc1C(F)F)C(F)(F)F;0.779
ID_890;CCc1cnc(-n2nc(OC(C)C)c(Oc3c(F)cccc3F)c2C)nc1;0.794328
ID_891;CC(=O)COc1cccc(-c2c(F)c(F)c(NC(=O)c3c(O)nn4ccccc34)c(F)c2F)c1;0.82
ID_892;C=C(C)c1cn(-c2c(C)cnc(OC)c2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;0.836
ID_893;C=C(C)c1cn(-c2c(Cl)cccc2Cl)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12;0.839
ID_894;CCn1c(CO)nn(-c2nc3c(C(C)C)cn(-c4ccccc4OC)c(=O)c3cc2F)c1=O;0.885
ID_895;C[C@H](Oc1cc(-c2cc(CO)n(C3CC3)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;0.895
ID_896;Cc1ccccc1NC(=O)c1cc(F)c(-c2nc([C@H](C)O)n(C)n2)cc1O[C@@H](C)C(F)(F)F;0.9
ID_897;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2cc(C(C)(C)O)n(C)n2)cc1OC(C)C(F)(F)F;0.906
ID_898;CCC(C)c1cn(-c2c(F)cccc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;0.907
ID_899;C=C(C)c1cn(-c2cc(C)ccc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;0.917
ID_900;CC(Oc1cc(-c2nc(C(C)(C)O)n(C)n2)c(F)cc1C(=O)Nc1ccccc1Cl)C(F)(F)F;0.942
ID_901;Cc1ccc(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nn1;0.943
ID_902;C=C(C)c1cn(-c2cc(F)ccc2F)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;0.946
ID_903;COc1cc(N)nc(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)n[nH]c3Cl)cc2F)c1;0.955
ID_904;CCn1c(CO)nn(-c2ccc3c(=O)n(-c4c(Cl)cccc4Cl)cc(C4(C)CC4)c3c2)c1=O;0.965
ID_905;O=C(O)c1[nH]c(=O)[nH]c(=O)c1CCc1ccc(-c2ccccc2)cc1;0.97
ID_906;Cc1ccnc(Cl)c1NC(=O)c1cc(F)c(-c2nc(C(C)(C)O)n(C)n2)cc1OC(C)C(F)(F)F;0.971
ID_907;C[C@H](Oc1cc(-c2ccc(Cl)c(CO)n2)c(F)cc1C(=O)Nc1c[nH]nc1C1CC1)C(F)(F)F;0.998
ID_908;COc1ccccc1-c1c(F)c(F)c(NC(=O)c2ccsc2C(=O)O)c(F)c1F;1.0
ID_909;CCCn1c(C(=O)O)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O;1.0
ID_910;O=C(Nc1ccc(Oc2ccccc2)cc1)c1c(O)nn2ccccc12;1.0
ID_911;Cc1cc(Oc2ccccc2)c(C(C)C)cc1-c1cc(C(=O)O)c2cc(F)ccc2n1;1.0
ID_912;CCC[C@H](C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl;1.0
ID_913;C[C@H](Oc1nc(-c2nc(C(C)(C)O)n(C)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;1.0
ID_914;C=C(C)c1cn(-c2ccccc2C)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)nc12;1.01
ID_915;C[C@H](Oc1cc(-c2nc(CO)n(C)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;1.01
ID_916;C[C@H](Oc1cc(-c2ccc(Cl)c(C(N)=O)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;1.08
ID_917;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4nc(OC)ccc4Cl)c(=O)c3cc2F)c1=O;1.09
ID_918;Cc1ccccc1-n1cc(C(C)C)c2cc(-c3nc(C(C)O)n(C)n3)c(F)cc2c1=O;1.1
ID_919;CCn1c(CO)nn(-c2nc3c(C(C)C)cn(-c4ccccc4C(F)F)c(=O)c3cc2F)c1=O;1.13
ID_920;C=C(C)c1cn(-c2c(F)cccc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)nc12;1.15
ID_921;CCn1c(CO)nn(-c2cc3c([C@@H](C)C(F)(F)F)nn(-c4ccccc4C)c(=O)c3cc2F)c1=O;1.15
ID_922;C[C@H](Oc1cc(-c2nc(CO)c(C3CC3)s2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;1.18
ID_923;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2ncc(F)c(=O)[nH]2)cc1O[C@@H](C)C(F)(F)F;1.19
ID_924;CCn1c(CO)nn(-c2cc3c([C@H](C)C(F)(F)F)cn(-c4ccccc4C)c(=O)c3cc2F)c1=O;1.19
ID_925;C=C(C)c1cn(-c2cccc(F)c2C)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;1.19
ID_926;O=C(Nc1c(F)c(F)c(-c2ccccc2)c(F)c1F)c1c(O)nn2ccccc12;1.2
ID_927;Cc1ccccc1-n1cc(C(C)C)c2cc(-c3cn(C)c(CO)n3)c(F)cc2c1=O;1.2
ID_928;CCC[C@H](C)Oc1cc(-n2nc3ccccn3c2=O)c(F)cc1C(=O)Nc1cccc(C(F)(F)F)c1;1.2
ID_929;CCn1c(CO)nn(-c2cc3c(C(C)C(F)(F)F)nn(-c4ccccc4C)c(=O)c3cc2F)c1=O;1.2
ID_930;Cc1ccccc1-n1ncc2c1CCC[C@H]2NC(=O)c1noc2c1CCCC2;1.2
ID_931;O=C1c2ccccc2C(=O)c2c1nnn2-c1cc(F)c(-c2cc(CO)ccc2F)c(F)c1;1.2
ID_932;O=C1c2ccccc2C(=O)c2c1nnn2-c1cc(F)c(-c2cccc(CO)c2)c(F)c1;1.2
ID_933;COc1cc(-n2cc(C(C)C)c3cc(-c4cn(C)c(C(C)(C)O)n4)c(F)cc3c2=O)c(C)cn1;1.2
ID_934;COc1cc(-n2cc(C(C)C)c3cc(-c4nc(C(C)(C)O)n(C)n4)c(F)cc3c2=O)c(C)cn1;1.2
ID_935;C=C(C)c1cn(-c2cc(OC)ccc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;1.21
ID_936;CCc1ccccc1-n1cc(C(C)C)c2cc(-n3nc(CO)n(CC)c3=O)c(F)cc2c1=O;1.21
ID_937;C[C@H](Oc1cc(-c2ccc3c(n2)NC(=O)CO3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;1.23
ID_938;C=C(C)c1cn(-c2c(F)cccc2Cl)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12;1.29
ID_939;CCn1c(CO)nn(-c2cc3c(C(C)C)cn([C@H]4CCC[C@H]4C)c(=O)c3cc2F)c1=O;1.32
ID_940;CCn1c(CO)nn(-c2cc3c(C(C)C)cc(-c4ccccc4C)c(=O)n3cc2F)c1=O;1.33
ID_941;O=C(Nc1c(F)c(F)c(-c2cccs2)c(F)c1F)c1c(O)nn2ccccc12;1.35
ID_942;CCn1c(CO)nn(-c2cc3c(C(C)C)cn([C@H]4CCC[C@@H]4C)c(=O)c3cc2F)c1=O;1.36
ID_943;Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)NO;1.4
ID_944;Cc1ccc(Cl)c(-n2cc(C(C)C)c3cc(-c4cn(C)c(C(C)(C)O)n4)c(F)cc3c2=O)n1;1.4
ID_945;C=C(C)c1cn(-c2ccccc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;1.41
ID_946;CCc1oc(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nc1CO;1.42
ID_947;C[C@H](Oc1cc(-c2cn(C)c(C(N)=O)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;1.43
ID_948;CC(=N)/C(NC(=O)c1cc(F)c(-c2cc(Cl)cc(N)n2)cc1O[C@@H](C)C(F)(F)F)=C(\N)Cl;1.46
ID_949;CC(F)(F)COc1cccc(-c2c(F)c(F)c(NC(=O)c3c(O)nn4ccccc34)c(F)c2F)c1;1.48
ID_950;CCn1c(C(=O)O)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O;1.5
ID_951;C=C(C)c1cn(-c2ccc(F)cc2C)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;1.5
ID_952;CCn1c(C(=O)O)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(Cl)cccc3Cl)cc2F)c1=O;1.5
ID_953;CCC[C@H](C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1NC;1.5
ID_954;O=C(Nc1c(F)c(F)c(-c2cccc(OC(F)(F)F)c2)c(F)c1F)c1ccsc1C(=O)O;1.5
ID_955;COc1ncc(C)c(NC(=O)c2cc(F)c(-c3cn(C)c(CO)n3)cc2O[C@@H](C)C(F)(F)F)c1C;1.52
ID_956;C[C@H](Oc1cc(-c2cn(C3CC3)c(CO)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;1.56
ID_957;COCc1cccc(-c2c(F)cc(-n3nnc4c3C(=O)c3ccccc3C4=O)cc2F)c1;1.6
ID_958;CCc1c(CO)nc(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)n1C;1.6
ID_959;Cc1ccccc1-n1cc(C(C)C)c2cc(-c3nc([C@@H](C)O)n(C)n3)c(F)cc2c1=O;1.6
ID_960;Cc1[nH]nc(Cl)c1NC(=O)c1cc(F)c(-c2cn3c(n2)[C@@H](O)CC3)cc1O[C@@H](C)C(F)(F)F;1.62
ID_961;C=C(C)c1cn(-c2cccc(OCCO)c2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;1.65
ID_962;CCn1c(CO)nn(-c2ccc3c(=O)n(-c4c(F)cccc4Cl)cc(C4(C)CC4)c3c2)c1=O;1.65
ID_963;CCn1c(CO)nn(-c2cc3c(C(C)C)cn([C@@H]4CCCC[C@H]4C)c(=O)c3cc2F)c1=O;1.68
ID_964;C=C(C)c1cn(-c2cc(C)ccc2F)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;1.69
ID_965;CC(=O)c1nc(-c2cc3c(C(C)C)cn(-c4ccccc4C)c(=O)c3cc2F)nn1C;1.7
ID_966;CCC[C@H](C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccc(N)cc1C;1.7
ID_967;C[C@H](Oc1cc(-c2cnc(C3CC3)cn2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;1.75
ID_968;C[C@H](Oc1cc(-c2ccc3c(n2)CNCC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;1.79
ID_969;CN(/N=C/c1ccc(F)cc1C(=O)O)c1nc(-c2ccccc2Cl)cs1;1.8
ID_970;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccccc4F)c(=O)c3cc2F)c1=O;1.86
ID_971;CCn1c(CO)nn(-c2nc3c([C@H](C)C(F)(F)F)cn(-c4ccccc4C)c(=O)c3cc2F)c1=O;1.88
ID_972;COc1ncc(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)N/C(C(C)=N)=C(/N)Cl)cc2F)nc1C(C)O;1.94
ID_973;C=C(c1cn(-c2c(F)cccc2Cl)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12)C(F)(F)F;1.94
ID_974;C[C@H](Oc1cc(-c2cc(CO)n(C)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;1.97
ID_975;CCn1c(CO)nn(-c2nc3c(C(C)C)nn(-c4ccccc4C)c(=O)c3cc2F)c1=O;1.97
ID_976;C=CCn1c(C(=O)O)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O;2.0
ID_977;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2nc(C(C)(C)O)c(Cl)s2)cc1OC(C)C(F)(F)F;2.0
ID_978;O=C(O)c1cc(C2CC2)ccc1Nc1cnc(-c2ccccc2)c(C(F)(F)F)c1;2.0
ID_979;O=C(Nc1c(F)cc(-c2cccc(OC(F)(F)F)c2)cc1F)c1ccsc1C(=O)O;2.0
ID_980;O=C(Nc1c(F)c(F)c(-c2cccc(F)c2)c(F)c1F)c1c(O)nn2ccccc12;2.0
ID_981;CCc1cccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C(F)(F)F;2.0
ID_982;Cc1ccnc(Cl)c1-n1cc(C(C)C)c2cc(-c3cn(C)c(C(C)(C)O)n3)c(F)cc2c1=O;2.0
ID_983;C[C@H](Oc1cc(-c2ccc3c(n2)NCC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;2.0
ID_984;Cc1cc(N)cnc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C1CCCCC1;2.0
ID_985;C=C(C)c1cn(-c2c(C)cnc(OC)c2C)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;2.02
ID_986;Cc1ccccc1NC(=O)c1cc(F)c(-c2nc([C@@H](C)O)n(C)n2)cc1O[C@@H](C)C(F)(F)F;2.05
ID_987;CCn1nc(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nc1CO;2.06
ID_988;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(C4CCCCC4)c(=O)c3cc2F)c1=O;2.07
ID_989;C[C@H](Oc1cc(-c2nc(CO)n(C3CC3)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;2.08
ID_990;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2ccc(C#N)c(N)n2)cc1O[C@@H](C)C(F)(F)F;2.09
ID_991;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cc(OC)ncc4C)c(=O)c3cc2F)c1=O;2.1
ID_992;Cc1n[nH]c(Cl)c1-c1cc(C(C)C)c2cc(-c3nc(C(C)(C)O)n(C)n3)c(F)cn2c1=O;2.1
ID_993;Cc1ccccc1-c1cc(C(C)C)c2cc(-c3cn(C)c(C(C)(C)O)n3)c(F)cn2c1=O;2.11
ID_994;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cc(F)ccc4F)c(=O)c3cc2F)c1=O;2.2
ID_995;C=C(C)c1cn(-c2cc(OC)ccc2F)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;2.22
