SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OCc1nc([nH]n1)c1cncn1CC#CCCCO	No_6_208;4/000000191;InChI=1S/C12H15N5O2/c18-6-4-2-1-3-5-17-9-13-7-10(17)12-14-11(8-19)15-16-12/h7,9,18-19H,2,4-6,8H2,(H,14,15,16);C12H15N5O2;261;-0.21;4.04;2.07;24.70;-100
OC(=O)Cc1cc(NC(=O)N)cc(c1)C	No_4_43;4/000000248;InChI=1S/C10H12N2O3/c1-6-2-7(5-9(13)14)4-8(3-6)12-10(11)15/h2-4H,5H2,1H3,(H,13,14)(H3,11,12,15);C10H12N2O3;208;0.05;4.60;3.18;3.58;-20
O=C(Nc1cc(/C=C/CNC[C@@H]2COCC2)cc(c1)CN)N	No_4_410;4/000000286;InChI=1S/C16H24N4O2/c17-9-14-6-12(7-15(8-14)20-16(18)21)2-1-4-19-10-13-3-5-22-11-13/h1-2,6-8,13,19H,3-5,9-11,17H2,(H3,18,20,21)/b2-1+/t13-/m1/s1;C16H24N4O2;304;-0.18;4.24;5.07;6.77;-150
OC(=O)Cc1cc(NC(=O)N)cc(c1)CF	No_4_22;4/000000235;InChI=1S/C10H11FN2O3/c11-5-7-1-6(4-9(14)15)2-8(3-7)13-10(12)16/h1-3H,4-5H2,(H,14,15)(H3,12,13,16);C10H11N2O3F;226;0.15;4.56;4.15;3.58;0
c1nc([nH]c1c1cc([nH]c1CN)/C=C/C)CCCC	No_5_484;4/000000076;InChI=1S/C15H22N4/c1-3-5-7-15-17-10-14(19-15)12-8-11(6-4-2)18-13(12)9-16/h4,6,8,10,18H,3,5,7,9,16H2,1-2H3,(H,17,19)/b6-4+;C15H22N4;258;1.81;4.12;3.04;19.70;-200
OC(=O)Cc1c(C=C)ccc(c1)NC(=O)N	No_3_658;4/000000149;InChI=1S/C11H12N2O3/c1-2-7-3-4-9(13-11(12)16)5-8(7)6-10(14)15/h2-5H,1,6H2,(H,14,15)(H3,12,13,16);C11H12N2O3;220;0.34;4.79;2.77;3.58;0
OC(=O)Cc1c(ccc(c1)NC(=O)N)/C=C/COCCl	No_2_546;4/000000047;InChI=1S/C13H15ClN2O4/c14-8-20-5-1-2-9-3-4-11(16-13(15)19)6-10(9)7-12(17)18/h1-4,6H,5,7-8H2,(H,17,18)(H3,15,16,19)/b2-1+;C13H15N2O4Cl;298;0.54;4.60;3.26;5.09;0
O=C(Nc1cc(cc(c1)CN)/C=C/C[NH2+][C@H]1CC=CC1)N	No_4_509;4/000000309;InChI=1S/C16H22N4O/c17-11-13-8-12(9-15(10-13)20-16(18)21)4-3-7-19-14-5-1-2-6-14/h1-4,8-10,14,19H,5-7,11,17H2,(H3,18,20,21)/p+1/b4-3+;C16H23N4O;287;0.38;4.33;3.51;5.09;-150
OCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCCCC	No_6_687;4/000000220;InChI=1S/C16H26N4O/c1-2-3-4-5-6-7-16-18-10-15(20-16)13-8-12(11-21)19-14(13)9-17/h8,10,19,21H,2-7,9,11,17H2,1H3,(H,18,20);C16H26N4O;290;1.24;4.21;3.61;20.50;-120
Oc1ccc(c(c1)NC(=O)N)/C=C/CC1=NOCC1	No_3_19;4/000000323;InChI=1S/C13H15N3O3/c14-13(18)15-12-8-11(17)5-4-9(12)2-1-3-10-6-7-19-16-10/h1-2,4-5,8,17H,3,6-7H2,(H3,14,15,18)/b2-1+;C13H15N3O3;261;0.74;4.17;2.64;3.58;-60
OC(=O)Cc1cc(NC(=O)N)cc(c1)COC(=O)CC=C	No_3_441;4/000000137;InChI=1S/C14H16N2O5/c1-2-3-13(19)21-8-10-4-9(7-12(17)18)5-11(6-10)16-14(15)20/h2,4-6H,1,3,7-8H2,(H,17,18)(H3,15,16,20);C14H16N2O5;292;0.19;4.90;4.43;20.00;-30
O=C(Nc1cc(cc(c1)CN)/C=C/CC1=CNCC=N1)N	No_3_364;4/000000120;InChI=1S/C15H19N5O/c16-9-12-6-11(7-14(8-12)20-15(17)21)2-1-3-13-10-18-4-5-19-13/h1-2,5-8,10,18H,3-4,9,16H2,(H3,17,20,21)/b2-1+;C15H19N5O;285;-0.08;4.12;4.26;5.09;0
OC(=O)Cc1cc(NC(=O)N)cc(c1)CF	No_3_17;4/000000092;InChI=1S/C10H11FN2O3/c11-5-7-1-6(4-9(14)15)2-8(3-7)13-10(12)16/h1-3H,4-5H2,(H,14,15)(H3,12,13,16);C10H11N2O3F;226;0.15;4.61;3.53;3.58;0
OCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCC	No_5_387;4/000000069;InChI=1S/C13H20N4O/c1-2-3-4-13-15-7-12(17-13)10-5-9(8-18)16-11(10)6-14/h5,7,16,18H,2-4,6,8,14H2,1H3,(H,15,17);C13H20N4O;248;0.17;4.05;3.15;18.70;-100
O[C@@H](CCCCc1cc(F)cc(c1)NC(=O)N)c1nnco1	No_5_83;4/000000010;InChI=1S/C14H17FN4O3/c15-10-5-9(6-11(7-10)18-14(16)21)3-1-2-4-12(20)13-19-17-8-22-13/h5-8,12,20H,1-4H2,(H3,16,18,21)/t12-/m0/s1;C14H17N4O3F;308;1.72;4.22;8.91;5.09;-150
OC(=O)Cc1c(OCC)ccc(c1)NC(=O)N	No_4_107;4/000000259;InChI=1S/C11H14N2O4/c1-2-17-9-4-3-8(13-11(12)16)5-7(9)6-10(14)15/h3-5H,2,6H2,1H3,(H,14,15)(H3,12,13,16);C11H14N2O4;238;0.16;4.74;2.88;2.22;-20
c1nc([nH]c1c1cc([nH]c1CN)/C=C/C)CCCCCC[NH3+]	No_6_189;4/000000185;InChI=1S/C17H27N5/c1-2-7-13-10-14(15(11-19)21-13)16-12-20-17(22-16)8-5-3-4-6-9-18/h2,7,10,12,21H,3-6,8-9,11,18-19H2,1H3,(H,20,22)/p+1/b7-2+;C17H28N5;302;1.33;4.27;3.12;22.30;-140
OC(=O)Cc1c(C=C)ccc(c1)NC(=O)N	No_4_28;4/000000237;InChI=1S/C11H12N2O3/c1-2-7-3-4-9(13-11(12)16)5-8(7)6-10(14)15/h2-5H,1,6H2,(H,14,15)(H3,12,13,16);C11H12N2O3;220;0.34;4.83;3.26;3.58;0
C#C[C@H](CO)c1cc(NC(=O)N)ccc1	No_3_55;4/000000105;InChI=1S/C11H12N2O2/c1-2-8(7-14)9-4-3-5-10(6-9)13-11(12)15/h1,3-6,8,14H,7H2,(H3,12,13,15)/t8-/m1/s1;C11H12N2O2;204;-0.21;4.07;4.82;3.85;-150
Oc1ccc(c(c1)NC(=O)N)/C=C/[C@@H](CN)OC	No_2_295;4/000000164;InChI=1S/C12H17N3O3/c1-18-10(7-13)5-3-8-2-4-9(16)6-11(8)15-12(14)17/h2-6,10,16H,7,13H2,1H3,(H3,14,15,17)/b5-3+/t10-/m0/s1;C12H17N3O3;251;-0.37;4.25;4.09;3.58;-170
OC(=O)Cc1cc(NC(=O)N)cc(c1)F	No_3_657;4/000000148;InChI=1S/C9H9FN2O3/c10-6-1-5(3-8(13)14)2-7(4-6)12-9(11)15/h1-2,4H,3H2,(H,13,14)(H3,11,12,15);C9H9N2O3F;212;-0.01;4.61;2.83;3.58;0
Oc1ccc(cc1Cl)/C=C/[C@@H](c1nnc(o1)C)N	No_4_104;5/000000008;InChI=1S/C12H12ClN3O2/c1-7-15-16-12(18-7)10(14)4-2-8-3-5-11(17)9(13)6-8/h2-6,10,17H,14H2,1H3/b4-2+/t10-/m0/s1;C12H12N3O2Cl;265;2.70;4.01;1.19;2.22;-170
Oc1c(cccc1C)/C(=C/C1=C(C(=O)OC1)c1nn[nH]n1)/C	No_2_365;5/000000005;InChI=1S/C15H14N4O3/c1-8-4-3-5-11(13(8)20)9(2)6-10-7-22-15(21)12(10)14-16-18-19-17-14/h3-6,20H,7H2,1-2H3,(H,16,17,18,19)/b9-6+;C15H14N4O3;298;2.38;4.43;5.61;24.60;-160
OC(=O)CC1=CCC(=C1)[C@H](/C=C/c1ccc(c(c1)Cl)O)N	No_4_136;5/000000011;InChI=1S/C16H16ClNO3/c17-13-8-10(3-6-15(13)19)2-5-14(18)12-4-1-11(7-12)9-16(20)21/h1-3,5-8,14,19H,4,9,18H2,(H,20,21)/b5-2+/t14-/m0/s1;C16H16NO3Cl;305;1.50;4.32;0.83;4.81;-170
Oc1ccc(cc1Cl)/C=C/[C@@](C)(C1=CCNC1)N	No_4_478;5/000000014;InChI=1S/C14H17ClN2O/c1-14(16,11-5-7-17-9-11)6-4-10-2-3-13(18)12(15)8-10/h2-6,8,17-18H,7,9,16H2,1H3/b6-4+/t14-/m0/s1;C14H17N2OCl;264;1.87;4.16;3.87;2.22;-170
Oc1ccc(cc1Cl)/C=C/[C@@H](C1=CCOC1)N	No_3_486;5/000000004;InChI=1S/C13H14ClNO2/c14-11-7-9(2-4-13(11)16)1-3-12(15)10-5-6-17-8-10/h1-5,7,12,16H,6,8,15H2/b3-1+/t12-/m0/s1;C13H14NO2Cl;251;1.55;4.11;2.58;2.22;-150
OC(=O)[C@@H](CC#CCCCCO)c1ccc(c(c1)Cl)O	No_4_493;5/000000015;InChI=1S/C15H17ClO4/c16-13-10-11(7-8-14(13)18)12(15(19)20)6-4-2-1-3-5-9-17/h7-8,10,12,17-18H,1,3,5-6,9H2,(H,19,20)/t12-/m0/s1;C15H17O4Cl;296;2.11;4.09;1.82;3.58;-170
Oc1ccc(cc1Cl)/C=C/[C@@H](c1ncncn1)N	No_3_169;5/000000001;InChI=1S/C12H11ClN4O/c13-9-5-8(2-4-11(9)18)1-3-10(14)12-16-6-15-7-17-12/h1-7,10,18H,14H2/b3-1+/t10-/m0/s1;C12H11N4OCl;262;0.50;4.04;2.43;2.22;-150
Oc1ccc(cc1Cl)/C=C/[C@@H](c1nnco1)N	No_4_31;5/000000006;InChI=1S/C11H10ClN3O2/c12-8-5-7(2-4-10(8)16)1-3-9(13)11-15-14-6-17-11/h1-6,9,16H,13H2/b3-1+/t9-/m0/s1;C11H10N3O2Cl;251;2.46;4.24;2.52;2.22;-150
Oc1ccc(cc1Cl)[C@H](CN1C(=O)NC(=O)C(=C)C1=O)O	No_4_167;5/000000012;InChI=1S/C13H11ClN2O5/c1-6-11(19)15-13(21)16(12(6)20)5-10(18)7-2-3-9(17)8(14)4-7/h2-4,10,17-18H,1,5H2,(H,15,19,21)/t10-/m0/s1;C13H11N2O5Cl;310;0.46;4.16;3.02;3.84;-150
Oc1ccc(cc1Cl)/C=C/[C@@H](C1=CCOC1)N	No_4_34;5/000000007;InChI=1S/C13H14ClNO2/c14-11-7-9(2-4-13(11)16)1-3-12(15)10-5-6-17-8-10/h1-5,7,12,16H,6,8,15H2/b3-1+/t12-/m0/s1;C13H14NO2Cl;251;1.55;4.11;2.58;2.22;-150
Oc1ccc(cc1Cl)/C=C/[C@@H](c1nnco1)N	No_3_464;5/000000003;InChI=1S/C11H10ClN3O2/c12-8-5-7(2-4-10(8)16)1-3-9(13)11-15-14-6-17-11/h1-6,9,16H,13H2/b3-1+/t9-/m0/s1;C11H10N3O2Cl;251;2.46;4.24;2.52;2.22;-150
Oc1ccc(cc1Cl)/C=C/[C@@H](c1ncncn1)N	No_3_171;5/000000002;InChI=1S/C12H11ClN4O/c13-9-5-8(2-4-11(9)18)1-3-10(14)12-16-6-15-7-17-12/h1-7,10,18H,14H2/b3-1+/t10-/m0/s1;C12H11N4OCl;262;0.50;4.01;2.02;2.22;-150
Oc1ccc(cc1Cl)/C=C/[C@@H](c1nnc(o1)C)N	No_4_105;5/000000009;InChI=1S/C12H12ClN3O2/c1-7-15-16-12(18-7)10(14)4-2-8-3-5-11(17)9(13)6-8/h2-6,10,17H,14H2,1H3/b4-2+/t10-/m0/s1;C12H12N3O2Cl;265;2.70;4.03;1.30;2.22;-170
Oc1ccc(cc1Cl)/C=C/[C@@H](C1=CC(=CC1)CBr)N	No_4_476;5/000000013;InChI=1S/C15H15BrClNO/c16-9-11-1-4-12(7-11)14(18)5-2-10-3-6-15(19)13(17)8-10/h1-3,5-8,14,19H,4,9,18H2/b5-2+/t14-/m0/s1;C15H15NOClBr;340;2.88;4.03;1.90;2.35;-150
OC(=O)CC1=CCC(=C1)[C@H](/C=C/c1ccc(c(c1)Cl)O)N	No_4_135;5/000000010;InChI=1S/C16H16ClNO3/c17-13-8-10(3-6-15(13)19)2-5-14(18)12-4-1-11(7-12)9-16(20)21/h1-3,5-8,14,19H,4,9,18H2,(H,20,21)/b5-2+/t14-/m0/s1;C16H16NO3Cl;305;1.50;4.38;1.37;4.81;-170
OCC#Cc1c(C(=O)O)ccn1C[C@H](c1nonc1)Cl	No_3_444;6/000000043;InChI=1S/C12H10ClN3O4/c13-9(10-6-14-20-15-10)7-16-4-3-8(12(18)19)11(16)2-1-5-17/h3-4,6,9,17H,5,7H2,(H,18,19)/t9-/m1/s1;C12H10N3O4Cl;295;1.67;4.80;8.71;3.85;-150
OCC#Cc1c(C(=O)O)ccn1C[C@H](c1nonc1C[NH2+]C)Cl	No_4_609;6/000000115;InChI=1S/C14H15ClN4O4/c1-16-7-11-13(18-23-17-11)10(15)8-19-5-4-9(14(21)22)12(19)3-2-6-20/h4-5,10,16,20H,6-8H2,1H3,(H,21,22)/p+1/t10-/m1/s1;C14H16N4O4Cl;339;1.10;4.85;7.57;6.72;-170
OC(=O)c1ccn(c1C#CCO)CCCl	No_4_23;6/000000062;InChI=1S/C10H10ClNO3/c11-4-6-12-5-3-8(10(14)15)9(12)2-1-7-13/h3,5,13H,4,6-7H2,(H,14,15);C10H10NO3Cl;227;1.28;4.22;5.73;3.85;0
OCC#Cc1c(C(=O)O)ccn1C[C@H](c1nonc1C[NH2+]C)Cl	No_4_618;6/000000124;InChI=1S/C14H15ClN4O4/c1-16-7-11-13(18-23-17-11)10(15)8-19-5-4-9(14(21)22)12(19)3-2-6-20/h4-5,10,16,20H,6-8H2,1H3,(H,21,22)/p+1/t10-/m1/s1;C14H16N4O4Cl;339;1.10;4.83;9.19;6.72;-170
OCC#Cc1c(C(=O)O)ccn1C[C@H](c1nonc1C[NH2+]C)Cl	No_4_608;6/000000114;InChI=1S/C14H15ClN4O4/c1-16-7-11-13(18-23-17-11)10(15)8-19-5-4-9(14(21)22)12(19)3-2-6-20/h4-5,10,16,20H,6-8H2,1H3,(H,21,22)/p+1/t10-/m1/s1;C14H16N4O4Cl;339;1.10;4.83;7.94;6.72;-170
OC(=O)c1ccn(c1C#CCO)C[C@H](c1nonc1CO)Cl	No_4_592;6/000000103;InChI=1S/C13H12ClN3O5/c14-9(12-10(7-19)15-22-16-12)6-17-4-3-8(13(20)21)11(17)2-1-5-18/h3-4,9,18-19H,5-7H2,(H,20,21)/t9-/m1/s1;C13H12N3O5Cl;325;0.78;4.85;7.40;5.21;-150
OC(=O)c1c(C(=O)OCC)c([nH]c1)/C=C/C(=O)CCN	No_2_687;6/000000136;InChI=1S/C13H16N2O5/c1-2-20-13(19)11-9(12(17)18)7-15-10(11)4-3-8(16)5-6-14/h3-4,7,15H,2,5-6,14H2,1H3,(H,17,18)/b4-3+;C13H16N2O5;280;-0.19;4.27;3.57;5.09;-170
OCC#Cc1c(noc1C1=CCOC1)C(=O)O	No_1_677;6/000000155;InChI=1S/C11H9NO5/c13-4-1-2-8-9(11(14)15)12-17-10(8)7-3-5-16-6-7/h3,13H,4-6H2,(H,14,15);C11H9NO5;235;-0.03;4.20;4.02;21.80;-80
OC(=O)c1c(C(=O)O)c[nH]c1CCc1cccc2c1cno2	No_2_573;6/000000131;InChI=1S/C15H12N2O5/c18-14(19)10-6-16-11(13(10)15(20)21)5-4-8-2-1-3-12-9(8)7-17-22-12/h1-3,6-7,16H,4-5H2,(H,18,19)(H,20,21);C15H12N2O5;300;1.90;4.17;6.45;3.70;-40
NCc1ccc(cc1)C/C(=C/[C@H]1OC(=O)CC1)/c1ncn[nH]1	No_4_195;6/000000005;InChI=1S/C16H18N4O2/c17-9-12-3-1-11(2-4-12)7-13(16-18-10-19-20-16)8-14-5-6-15(21)22-14/h1-4,8,10,14H,5-7,9,17H2,(H,18,19,20)/b13-8-/t14-/m0/s1;C16H18N4O2;298;1.36;4.88;7.88;5.09;-150
OC(=O)c1ccn(c1C#CCO)C[C@H](c1onc(c1CCN)O)Cl	No_4_161;6/000000081;InChI=1S/C15H16ClN3O5/c16-11(13-10(3-5-17)14(21)18-24-13)8-19-6-4-9(15(22)23)12(19)2-1-7-20/h4,6,11,20H,3,5,7-8,17H2,(H,18,21)(H,22,23)/t11-/m1/s1;C15H16N3O5Cl;353;0.51;5.52;9.04;6.75;-150
OC(=O)c1noc(c1C(=O)O)C#C[C@H]1C=CCCC1	No_1_325;6/000000141;InChI=1S/C13H11NO5/c15-12(16)10-9(19-14-11(10)13(17)18)7-6-8-4-2-1-3-5-8/h2,4,8H,1,3,5H2,(H,15,16)(H,17,18)/t8-/m0/s1;C13H10NO5;260;1.14;4.18;5.04;24.00;-150
OCc1ccc(cc1)C/C(=C/[C@H]1OC(=O)CC1)/c1ncn[nH]1	No_4_377;6/000000011;InChI=1S/C16H17N3O3/c20-9-12-3-1-11(2-4-12)7-13(16-17-10-18-19-16)8-14-5-6-15(21)22-14/h1-4,8,10,14,20H,5-7,9H2,(H,17,18,19)/b13-8-/t14-/m0/s1;C16H17N3O3;299;1.42;4.32;7.59;5.09;-150
OC(=O)c1noc(c1C#CCN)c1occc1	No_1_358;6/000000142;InChI=1S/C11H8N2O4/c12-5-1-3-7-9(11(14)15)13-17-10(7)8-4-2-6-16-8/h2,4,6H,5,12H2,(H,14,15);C11H8N2O4;232;0.63;4.25;3.59;23.00;-80
OCc1ccc(cc1)C/C(=C/[C@H]1OC(=O)CC1)/c1ncn[nH]1	No_4_374;6/000000008;InChI=1S/C16H17N3O3/c20-9-12-3-1-11(2-4-12)7-13(16-17-10-18-19-16)8-14-5-6-15(21)22-14/h1-4,8,10,14,20H,5-7,9H2,(H,17,18,19)/b13-8-/t14-/m0/s1;C16H17N3O3;299;1.42;4.40;7.87;5.09;-150
OC(=O)c1ccn(c1C#CCO)C[C@H](CO)Cl	No_4_62;6/000000066;InChI=1S/C11H12ClNO4/c12-8(7-15)6-13-4-3-9(11(16)17)10(13)2-1-5-14/h3-4,8,14-15H,5-7H2,(H,16,17)/t8-/m1/s1;C11H12NO4Cl;257;0.45;4.30;7.39;3.85;-150
OC(=O)c1noc(c1C#CC[NH3+])C(F)F	No_1_238;6/000000140;InChI=1S/C8H6F2N2O3/c9-7(10)6-4(2-1-3-11)5(8(13)14)12-15-6/h7H,3,11H2,(H,13,14)/p+1;C8H7N2O3F2;217;0.45;4.03;4.32;23.00;-150
OC(=O)c1c(C(=O)O)c[nH]c1CCc1cccc2c1cno2	No_2_574;6/000000132;InChI=1S/C15H12N2O5/c18-14(19)10-6-16-11(13(10)15(20)21)5-4-8-2-1-3-12-9(8)7-17-22-12/h1-3,6-7,16H,4-5H2,(H,18,19)(H,20,21);C15H12N2O5;300;1.90;4.13;6.50;3.70;-40
OC(=O)c1ccn(c1C#CCO)C[C@H](C)Cl	No_3_514;6/000000045;InChI=1S/C11H12ClNO3/c1-8(12)7-13-5-4-9(11(15)16)10(13)3-2-6-14/h4-5,8,14H,6-7H2,1H3,(H,15,16)/t8-/m0/s1;C11H12NO3Cl;241;1.58;4.48;6.53;3.85;-170
OC(=O)c1ccn(c1C#CCO)C[C@H](c1onc(c1CC)O)Cl	No_4_539;6/000000096;InChI=1S/C15H15ClN2O5/c1-2-9-13(23-17-14(9)20)11(16)8-18-6-5-10(15(21)22)12(18)4-3-7-19/h5-6,11,19H,2,7-8H2,1H3,(H,17,20)(H,21,22)/t11-/m1/s1;C15H15N2O5Cl;338;1.71;5.84;8.67;5.35;-170
OC(=O)c1noc(c1C#CCN)c1occc1	No_1_362;6/000000146;InChI=1S/C11H8N2O4/c12-5-1-3-7-9(11(14)15)13-17-10(7)8-4-2-6-16-8/h2,4,6H,5,12H2,(H,14,15);C11H8N2O4;232;0.63;4.09;3.68;23.00;-80
OC(=O)c1ccn(c1C#CCO)CCCl	No_2_335;6/000000014;InChI=1S/C10H10ClNO3/c11-4-6-12-5-3-8(10(14)15)9(12)2-1-7-13/h3,5,13H,4,6-7H2,(H,14,15);C10H10NO3Cl;227;1.28;4.16;5.27;3.85;0
Oc1noc(c1)[C@@H](Cn1ccc(c1C#CCO)C(=O)O)Cl	No_3_359;6/000000034;InChI=1S/C13H11ClN2O5/c14-9(11-6-12(18)15-21-11)7-16-4-3-8(13(19)20)10(16)2-1-5-17/h3-4,6,9,17H,5,7H2,(H,15,18)(H,19,20)/t9-/m1/s1;C13H11N2O5Cl;310;1.31;5.01;8.61;3.85;-150
OC(=O)c1noc(c1C#CC[NH3+])C1=CCOC1	No_1_447;6/000000147;InChI=1S/C11H10N2O4/c12-4-1-2-8-9(11(14)15)13-17-10(8)7-3-5-16-6-7/h3H,4-6,12H2,(H,14,15)/p+1;C11H11N2O4;235;-0.09;4.27;3.69;22.00;-80
OC(=O)c1ccn(c1C#CCO)CCCl	No_3_25;6/000000024;InChI=1S/C10H10ClNO3/c11-4-6-12-5-3-8(10(14)15)9(12)2-1-7-13/h3,5,13H,4,6-7H2,(H,14,15);C10H10NO3Cl;227;1.28;4.22;5.73;3.85;0
Oc1ccc(cc1Cl)C/C(=C/[C@H]1OC(=O)CC1)/c1nnc[nH]1	No_6_30;6/000000054;InChI=1S/C15H14ClN3O3/c16-12-6-9(1-3-13(12)20)5-10(15-17-8-18-19-15)7-11-2-4-14(21)22-11/h1,3,6-8,11,20H,2,4-5H2,(H,17,18,19)/b10-7-/t11-/m0/s1;C15H14N3O3Cl;319;3.56;4.35;8.38;5.09;-150
OC(=O)c1ccn(c1C#CCO)C[C@H](CO)Cl	No_3_305;6/000000028;InChI=1S/C11H12ClNO4/c12-8(7-15)6-13-4-3-9(11(16)17)10(13)2-1-5-14/h3-4,8,14-15H,5-7H2,(H,16,17)/t8-/m1/s1;C11H12NO4Cl;257;0.45;4.27;6.20;3.85;-150
OCC#Cc1c(C(=O)O)ccn1C[C@H](c1nonc1)Cl	No_3_439;6/000000038;InChI=1S/C12H10ClN3O4/c13-9(10-6-14-20-15-10)7-16-4-3-8(12(18)19)11(16)2-1-5-17/h3-4,6,9,17H,5,7H2,(H,18,19)/t9-/m1/s1;C12H10N3O4Cl;295;1.67;4.74;7.99;3.85;-150
OC(=O)c1ccn(c1C#CCO)C[C@H](c1onc(c1CCN)O)Cl	No_4_162;6/000000082;InChI=1S/C15H16ClN3O5/c16-11(13-10(3-5-17)14(21)18-24-13)8-19-6-4-9(15(22)23)12(19)2-1-7-20/h4,6,11,20H,3,5,7-8,17H2,(H,18,21)(H,22,23)/t11-/m1/s1;C15H16N3O5Cl;353;0.51;5.61;9.05;6.75;-150
NCc1ccc(cc1)C/C(=C/[C@H]1OC(=O)CC1)/c1ncn[nH]1	No_4_194;6/000000004;InChI=1S/C16H18N4O2/c17-9-12-3-1-11(2-4-12)7-13(16-18-10-19-20-16)8-14-5-6-15(21)22-14/h1-4,8,10,14H,5-7,9,17H2,(H,18,19,20)/b13-8-/t14-/m0/s1;C16H18N4O2;298;1.36;4.87;7.95;5.09;-150
OC(=O)c1ccn(c1C#CCO)C[C@H](c1nonc1CO)Cl	No_4_591;6/000000102;InChI=1S/C13H12ClN3O5/c14-9(12-10(7-19)15-22-16-12)6-17-4-3-8(13(20)21)11(17)2-1-5-18/h3-4,9,18-19H,5-7H2,(H,20,21)/t9-/m1/s1;C13H12N3O5Cl;325;0.78;4.90;7.55;5.21;-150
OC(=O)c1c(/C=C/CC(=O)Cc2oc(=O)[nH]n2)[nH]cc1C(=O)O	No_2_315;6/000000126;InChI=1S/C13H11N3O7/c17-6(4-9-15-16-13(22)23-9)2-1-3-8-10(12(20)21)7(5-14-8)11(18)19/h1,3,5,14H,2,4H2,(H,16,22)(H,18,19)(H,20,21)/b3-1+;C13H11N3O7;321;0.07;4.18;7.62;4.94;0
OCC#Cc1c(C(=O)O)ccn1C[C@H](c1nonc1C[NH2+]C)Cl	No_4_612;6/000000118;InChI=1S/C14H15ClN4O4/c1-16-7-11-13(18-23-17-11)10(15)8-19-5-4-9(14(21)22)12(19)3-2-6-20/h4-5,10,16,20H,6-8H2,1H3,(H,21,22)/p+1/t10-/m1/s1;C14H16N4O4Cl;339;1.10;4.92;8.01;6.72;-170
OC(=O)c1ccn(c1C#CCO)C[C@H](CO)Cl	No_3_304;6/000000027;InChI=1S/C11H12ClNO4/c12-8(7-15)6-13-4-3-9(11(16)17)10(13)2-1-5-14/h3-4,8,14-15H,5-7H2,(H,16,17)/t8-/m1/s1;C11H12NO4Cl;257;0.45;4.27;5.90;3.85;-150
OCC#Cc1c(C(=O)O)ccn1C[C@H](c1nonc1CC(=O)C)Cl	No_4_146;6/000000077;InChI=1S/C15H14ClN3O5/c1-9(21)7-12-14(18-24-17-12)11(16)8-19-5-4-10(15(22)23)13(19)3-2-6-20/h4-5,11,20H,6-8H2,1H3,(H,22,23)/t11-/m1/s1;C15H14N3O5Cl;351;1.28;5.00;9.27;6.72;-170
OC(=O)c1ccn(c1C#CCO)CCCl	No_2_494;6/000000016;InChI=1S/C10H10ClNO3/c11-4-6-12-5-3-8(10(14)15)9(12)2-1-7-13/h3,5,13H,4,6-7H2,(H,14,15);C10H10NO3Cl;227;1.28;4.34;6.38;3.85;0
OC(=O)c1ccn(c1C#CCO)C[C@H](CO)Cl	No_3_309;6/000000032;InChI=1S/C11H12ClNO4/c12-8(7-15)6-13-4-3-9(11(16)17)10(13)2-1-5-14/h3-4,8,14-15H,5-7H2,(H,16,17)/t8-/m1/s1;C11H12NO4Cl;257;0.45;4.28;7.36;3.85;-150
OC(=O)c1c(C(=O)O)c[nH]c1CCc1cccc2c1cno2	No_2_571;6/000000129;InChI=1S/C15H12N2O5/c18-14(19)10-6-16-11(13(10)15(20)21)5-4-8-2-1-3-12-9(8)7-17-22-12/h1-3,6-7,16H,4-5H2,(H,18,19)(H,20,21);C15H12N2O5;300;1.90;4.19;7.18;3.70;-40
OC(=O)c1ccn(c1C#CCO)CCCl	No_2_336;6/000000015;InChI=1S/C10H10ClNO3/c11-4-6-12-5-3-8(10(14)15)9(12)2-1-7-13/h3,5,13H,4,6-7H2,(H,14,15);C10H10NO3Cl;227;1.28;4.22;5.73;3.85;0
OC(=O)c1noc(c1C#CCN)c1occc1	No_1_360;6/000000144;InChI=1S/C11H8N2O4/c12-5-1-3-7-9(11(14)15)13-17-10(7)8-4-2-6-16-8/h2,4,6H,5,12H2,(H,14,15);C11H8N2O4;232;0.63;4.28;4.12;23.00;-80
NCc1ccc(cc1)C/C(=C/[C@H]1OC(=O)CC1)/c1ncn[nH]1	No_4_196;6/000000006;InChI=1S/C16H18N4O2/c17-9-12-3-1-11(2-4-12)7-13(16-18-10-19-20-16)8-14-5-6-15(21)22-14/h1-4,8,10,14H,5-7,9,17H2,(H,18,19,20)/b13-8-/t14-/m0/s1;C16H18N4O2;298;1.36;4.37;8.03;5.09;-150
OC(=O)c1c(C(=O)O)c[nH]c1CC[C@H](CCC)C1=CCCC1	No_1_451;6/000000048;InChI=1S/C17H23NO4/c1-2-5-11(12-6-3-4-7-12)8-9-14-15(17(21)22)13(10-18-14)16(19)20/h6,10-11,18H,2-5,7-9H2,1H3,(H,19,20)(H,21,22)/t11-/m0/s1;C17H23NO4;305;2.06;4.04;7.12;3.58;-170
